ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T_0,186,57,-120,2,13893,1758523.993,Light,360,11.52597596,4.790625799,150.0450738,62059.16651,High,11/12/2024 13:15:52,190,2,1,One
0,T_1,135,94,-165,-13,13893,1758523.993,Light,-1,0,0,150.0450738,40866.80189,High,11/12/2024 13:15:52,190,2,1,One
0,T_2,405,160,97,-1,13893,1758523.993,NoLight,-1,34.1733762,0.899834679,150.0450738,51650.89844,High,11/12/2024 13:15:52,190,2,1,One
0,T_3,110,214,-188,1,13893,1758523.993,Light,-1,0.831274647,0.345508769,150.0450738,31247.07143,High,11/12/2024 13:15:52,190,2,1,One
0,T_4,24,261,-276,-6,13893,1758523.993,Light,180,43.29815912,-18.58938286,75.23035556,51737.52055,High,11/12/2024 13:15:52,190,2,1,One
0,T_5,52,315,-248,-4,13893,1758523.993,Light,-1,10.83849536,1.178909217,37.82299644,47914.65798,High,11/12/2024 13:15:52,190,2,1,One
0,T_6,28,421,-278,-8,13893,1758523.993,Light,270,4.987647882,-1.252921368,112.6377147,64052.27905,High,11/12/2024 13:15:52,190,2,1,One
0,T_7,281,475,-37,-6,13893,1758523.993,Light,-1,47.80552013,16.54378445,75.23035556,48755.69569,High,11/12/2024 13:15:52,190,2,1,One
0,T_8,115,522,-193,-9,13893,1758523.993,Light,-1,25.35728337,3.887485422,150.0450738,55806.22311,High,11/12/2024 13:15:52,190,2,1,One
0,T_9,546,576,246,-5,13893,1758523.993,NoLight,-1,3.831986782,-1.733257255,37.82299644,45299.8035,High,11/12/2024 13:15:52,190,2,1,One
0,T_10,556,633,256,8,13893,1758523.993,NoLight,-1,53.61882571,-11.9570128,150.0450738,54017.01945,High,11/12/2024 13:15:52,190,2,1,One
0,T_11,159,673,-149,-4,13893,1758523.993,Light,-1,61.94251274,-17.61977499,75.23035556,47978.80283,High,11/12/2024 13:15:52,190,2,1,One
0,T_12,39,789,-267,-2,13893,1758523.993,Light,180,23.99203222,-6.657885867,75.23035556,64532.96659,High,11/12/2024 13:15:52,190,2,1,One
0,T_13,40,841,-264,-4,13893,1758523.993,Light,-1,57.45424948,5.969212426,75.23035556,84794.44528,High,11/12/2024 13:15:52,190,2,1,One
0,T_14,377,897,71,6,13893,1758523.993,NoLight,-1,22.95432145,-42.09232844,150.0450738,76321.08251,High,11/12/2024 13:15:52,190,2,1,One
0,T_15,544,932,240,-13,13893,1758523.993,NoLight,-1,19.15993391,4.637609665,75.23035556,66590.63079,High,11/12/2024 13:15:52,190,2,1,One
0,T_16,53,1005,-251,16,13893,1758523.993,Light,180,2.628721246,-2.233379322,75.23035556,23976.36625,High,11/12/2024 13:15:52,190,2,1,One
0,T_17,378,1038,76,-3,13893,1758523.993,NoLight,180,74.4002419,26.21987989,75.23035556,57779.62617,High,11/12/2024 13:15:52,190,2,1,One
0,T_18,1220,48,82,-9,13893,1758523.993,Light,360,53.72021962,-1.885327793,150.0450738,51776.67722,High,11/12/2024 13:15:52,190,2,1,One
0,T_19,1334,98,196,-15,13893,1758523.993,Light,360,0,0,150.0450738,55074.06064,High,11/12/2024 13:15:52,190,2,1,One
0,T_20,905,171,-237,8,13893,1758523.993,NoLight,-1,5.056446275,-25.3250363,150.0450738,64702.22925,High,11/12/2024 13:15:52,190,2,1,One
0,T_21,1096,213,-42,-2,13893,1758523.993,NoLight,360,0.415637324,0.172754385,150.0450738,41132.16842,High,11/12/2024 13:15:52,190,2,1,One
0,T_22,910,274,-232,9,13893,1758523.993,NoLight,-1,17.16738129,3.809430426,150.0450738,62103.62541,High,11/12/2024 13:15:52,190,2,1,One
0,T_23,966,309,-174,-6,13893,1758523.993,NoLight,-1,0.58779994,-3.081662391,112.6377147,50207.20269,High,11/12/2024 13:15:52,190,2,1,One
0,T_24,876,422,-262,-7,13893,1758523.993,NoLight,-1,4.177103405,-10.25580966,75.23035556,55157.72234,High,11/12/2024 13:15:52,190,2,1,One
0,T_25,1315,481,177,2,13893,1758523.993,Light,-1,0.929393309,-6.265657421,75.23035556,44797.69102,High,11/12/2024 13:15:52,190,2,1,One
0,T_26,962,532,-178,3,13893,1758523.993,NoLight,-1,17.22263855,7.15837139,150.0450738,65497.69847,High,11/12/2024 13:15:52,190,2,1,One
0,T_27,1321,580,179,1,13893,1758523.993,Light,-1,17.85306248,-19.39446042,75.23035556,46743.69861,High,11/12/2024 13:15:52,190,2,1,One
