ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T_0,197,43,-109,-12,33339,4221096.95,Light,360,0,0,149.0298569,97991.382,High,11/12/2024 13:56:54,763,0,1,One
0,T_1,397,106,97,-1,33339,4221096.95,NoLight,-1,0,0,149.0298569,60935.58294,High,11/12/2024 13:56:54,763,0,1,One
0,T_2,248,153,-60,-8,33339,4221096.95,Light,-1,51.70871127,4.502275264,74.721341,70910.17404,High,11/12/2024 13:56:54,763,0,1,One
0,T_3,201,213,-97,0,33339,4221096.95,Light,-1,0,0,149.0298569,41823.37279,High,11/12/2024 13:56:54,763,0,1,One
0,T_4,148,266,-152,-1,33339,4221096.95,Light,360,10.85973255,-15.61095811,149.0298569,105049.6812,High,11/12/2024 13:56:54,763,0,1,One
0,T_5,229,314,-71,-5,33339,4221096.95,Light,360,0,0,149.0298569,72888.70416,High,11/12/2024 13:56:54,763,0,1,One
0,T_6,201,420,-105,-9,33339,4221096.95,Light,360,15.36352846,6.342449995,149.0298569,119927.047,High,11/12/2024 13:56:54,763,0,1,One
0,T_7,406,471,88,-10,33339,4221096.95,NoLight,-1,0.412825088,0.170424554,149.0298569,100804.1251,High,11/12/2024 13:56:54,763,0,1,One
0,T_8,546,524,238,-7,33339,4221096.95,NoLight,-1,4.310020458,-1.524169743,37.56708304,86887.58932,High,11/12/2024 13:56:54,763,0,1,One
0,T_9,585,582,285,1,33339,4221096.95,NoLight,-1,0,0,149.0298569,77115.29095,High,11/12/2024 13:56:54,763,0,1,One
0,T_10,546,625,246,0,33339,4221096.95,NoLight,-1,0.412825088,-3.133029766,149.0298569,68344.99829,High,11/12/2024 13:56:54,763,0,1,One
0,T_11,566,681,258,4,33339,4221096.95,NoLight,-1,4.310020458,-11.4345327,74.721341,97712.28312,High,11/12/2024 13:56:54,763,0,1,One
0,T_12,251,785,-55,-6,33339,4221096.95,Light,-1,12.41910709,1.823464664,37.56708304,121455.5373,High,11/12/2024 13:56:54,763,0,1,One
