ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T_0,435,51,129,-4,27783,3517976.293,NoLight,360,9.0001948,3.622586937,145.3028421,88638.32701,High,11/12/2024 13:45:11,643,2,1,One
0,T_1,396,112,96,5,27783,3517976.293,NoLight,-1,0.402500948,-3.05893593,109.0777568,59707.74737,High,11/12/2024 13:45:11,643,2,1,One
0,T_2,114,140,-194,-21,27783,3517976.293,Light,-1,0,0,145.3028421,68071.66315,High,11/12/2024 13:45:11,643,2,1,One
0,T_3,204,214,-94,1,27783,3517976.293,Light,-1,0,0,145.3028421,41193.08852,High,11/12/2024 13:45:11,643,2,1,One
0,T_4,34,251,-266,-16,27783,3517976.293,Light,315,5.983606759,2.408407391,127.1902995,94100.39692,High,11/12/2024 13:45:11,643,2,1,One
0,T_5,229,314,-71,-5,27783,3517976.293,Light,360,0,0,145.3028421,72518.90517,High,11/12/2024 13:45:11,643,2,1,One
0,T_6,366,426,60,-3,27783,3517976.293,NoLight,-1,0,0,145.3028421,107287.4344,High,11/12/2024 13:45:11,643,2,1,One
0,T_7,33,480,-285,-1,27783,3517976.293,Light,-1,1.138444598,-4.096876164,54.74012889,86693.80195,High,11/12/2024 13:45:11,643,2,1,One
0,T_8,553,535,245,4,27783,3517976.293,NoLight,-1,0.402500948,-3.05893593,109.0777568,85878.92827,High,11/12/2024 13:45:11,643,2,1,One
0,T_9,576,585,276,4,27783,3517976.293,NoLight,-1,0.402500948,0.162007013,145.3028421,74268.76698,High,11/12/2024 13:45:11,643,2,1,One
0,T_10,546,625,246,0,27783,3517976.293,NoLight,-1,0.402500948,0.162007013,145.3028421,67085.11604,High,11/12/2024 13:45:11,643,2,1,One
0,T_11,502,669,194,-8,27783,3517976.293,NoLight,-1,65.20515353,-2.921742772,145.3028421,83775.6016,High,11/12/2024 13:45:11,643,2,1,One
0,T_12,205,792,-101,1,27783,3517976.293,Light,-1,49.13150203,19.77547613,72.85267153,109543.0969,High,11/12/2024 13:45:11,643,2,1,One
