ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,197,265,59,84,33339,4206453.79,None,-1,0,0,183.3432318,99441.20347,High,11/13/2024 12:41:00,47,0,1,One,298.8394218
1,L1,5,36,-133,-145,33339,4206453.79,None,270,7.618139827,-5.218425249,137.6343929,115673.6242,High,11/13/2024 12:41:00,47,0,1,One,298.8394218
0,L2,314,63,-131,-120,33339,4206453.79,None,-1,7.271677525,-25.89363151,146.9970607,79374.44917,High,11/13/2024 12:41:00,47,0,1,One,244.0512241
1,L2,558,58,113,-125,33339,4206453.79,None,268.025066,74.19336411,-7.756449585,136.6313713,83875.80382,High,11/13/2024 12:41:00,47,0,1,One,244.0512241
0,L3,160,431,16,-124,33339,4206453.79,None,-1,2.094026345,1.0635057,183.3432318,150814.2743,High,11/13/2024 12:41:00,47,0,1,One,28.63564213
1,L3,132,425,-12,-130,33339,4206453.79,None,180,5.944536037,-1.04496444,91.92555391,138155.2755,High,11/13/2024 12:41:00,47,0,1,One,28.63564213
0,L4,369,508,-81,-51,33339,4206453.79,None,225,1.831172918,-4.817428073,114.7799734,69438.62876,High,11/13/2024 12:41:00,47,0,1,One,38.94868419
1,L4,335,527,-115,-32,33339,4206453.79,None,45,4.682385254,-3.369365789,23.36229547,72932.12863,High,11/13/2024 12:41:00,47,0,1,One,38.94868419
0,L5,134,805,-10,-117,33339,4206453.79,None,180,62.36750225,9.789369437,91.92555391,109289.3228,High,11/13/2024 12:41:00,47,0,1,One,245.7356303
1,L5,115,1050,-29,128,33339,4206453.79,None,45,11.15016258,-27.10253131,23.36229547,113654.0376,High,11/13/2024 12:41:00,47,0,1,One,245.7356303
0,L6,410,1045,-40,124,33339,4206453.79,None,-1,7.884355569,-0.059776678,91.92555391,129383.2408,High,11/13/2024 12:41:00,47,0,1,One,134.3018987
1,L6,401,911,-49,-10,33339,4206453.79,None,360,0,0,183.3432318,110728.3938,High,11/13/2024 12:41:00,47,0,1,One,134.3018987
0,R1,872,45,-108,-136,33339,4206453.79,None,-1,0,0,183.3432318,20505.71246,High,11/13/2024 12:41:00,47,0,1,One,24.33105012
1,R1,868,69,-112,-112,33339,4206453.79,None,-1,0,0,183.3432318,23701.16901,High,11/13/2024 12:41:00,47,0,1,One,24.33105012
0,R2,1211,51,-78,-128,33339,4206453.79,None,360,0,0,183.3432318,26464.71831,High,11/13/2024 12:41:00,47,0,1,One,21.02379604
1,R2,1192,42,-97,-137,33339,4206453.79,None,360,0,-4.064051556,183.3432318,24158.47869,High,11/13/2024 12:41:00,47,0,1,One,21.02379604
0,R3,1097,426,122,-126,33339,4206453.79,None,-1,0,0,0,19338.92781,NotFound,11/13/2024 12:41:00,47,0,0,None,-1
1,R3,1105,428,130,-124,33339,4206453.79,None,-1,0,0,183.3432318,42762.0688,High,11/13/2024 12:41:00,47,0,1,One,-1
0,R4,1422,436,134,-115,33339,4206453.79,None,90,0.507875988,-3.806113537,46.21671495,31103.26947,High,11/13/2024 12:41:00,47,0,1,One,27.29468813
1,R4,1398,423,110,-128,33339,4206453.79,None,360,0,0,183.3432318,22358.7865,High,11/13/2024 12:41:00,47,0,1,One,27.29468813
