ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,4,180,-134,-1,20838,2628773.188,None,-1,49.39326997,20.851944,136.5235581,72972.87091,High,11/13/2024 12:14:42,366,0,1,One,100.6628035
1,L1,102,157,-36,-24,20838,2628773.188,None,-1,20.11325992,-6.488663137,129.4524219,86923.91179,High,11/13/2024 12:14:42,366,0,1,One,100.6628035
0,L2,338,262,-107,79,20838,2628773.188,None,63.43494882,17.21708917,4.642325229,32.46084309,45711.96779,High,11/13/2024 12:14:42,366,0,1,One,184.0978001
1,L2,514,316,69,133,20838,2628773.188,None,180,30.64769733,2.69167935,91.18363104,53594.91621,High,11/13/2024 12:14:42,366,0,1,One,184.0978001
0,L3,8,476,-136,-79,20838,2628773.188,None,-1,20.71007443,2.370763013,45.843704,104869.5778,High,11/13/2024 12:14:42,366,0,1,One,162.111073
1,L3,170,482,26,-73,20838,2628773.188,None,116.5650512,32.19446216,-17.02369193,59.22656491,99060.14789,High,11/13/2024 12:14:42,366,0,1,One,162.111073
0,L4,412,645,-38,86,20838,2628773.188,None,-1,15.6252093,-4.876304106,91.18363104,55742.07292,High,11/13/2024 12:14:42,366,0,1,One,267.0674072
1,L4,577,435,127,-124,20838,2628773.188,None,45,8.549378631,0.275732301,23.17374048,59271.34491,High,11/13/2024 12:14:42,366,0,1,One,267.0674072
0,L5,93,1053,-51,131,20838,2628773.188,None,-1,0.503776967,0.253791233,181.8634851,80998.26441,High,11/13/2024 12:14:42,366,0,1,One,38.07886553
1,L5,58,1038,-86,116,20838,2628773.188,None,-1,0.712448219,0.358915003,181.8634851,86680.2862,High,11/13/2024 12:14:42,366,0,1,One,38.07886553
0,L6,488,808,38,-113,20838,2628773.188,None,-1,10.62718676,-16.35520152,181.8634851,94725.12087,High,11/13/2024 12:14:42,366,0,1,One,157.3054354
1,L6,432,955,-18,34,20838,2628773.188,None,180,0.503776967,0.253791233,91.18363104,83214.83954,High,11/13/2024 12:14:42,366,0,1,One,157.3054354
0,R1,871,43,-109,-138,20838,2628773.188,None,-1,0,-4.031247736,45.843704,18467.8172,High,11/13/2024 12:14:42,366,0,1,One,260.5167941
