ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,208,163,70,-18,25005,3155070.063,None,-1,0,0,180.4474357,76254.9002,High,11/13/2024 12:23:28,663,2,1,One,49.16299421
1,L1,204,212,66,31,25005,3155070.063,None,-1,2.691798283,1.345507195,180.4474357,92489.52705,High,11/13/2024 12:23:28,663,2,1,One,49.16299421
0,L2,518,317,73,134,25005,3155070.063,None,180,29.06041841,-21.69593903,90.47364503,57044.66817,High,11/13/2024 12:23:28,663,2,1,One,135.3513945
1,L2,390,273,-55,90,25005,3155070.063,None,-1,3.161356757,-2.419823491,135.4605403,61893.1461,High,11/13/2024 12:23:28,663,2,1,One,135.3513945
0,L3,14,579,-130,24,25005,3155070.063,None,-1,30.99500315,-4.507219291,135.4605403,123575.8881,High,11/13/2024 12:23:28,663,2,1,One,29
1,L3,14,550,-130,-5,25005,3155070.063,None,87.3974378,33.0244533,0.507251829,44.18584756,114144.6454,High,11/13/2024 12:23:28,663,2,1,One,29
0,L4,562,683,112,124,25005,3155070.063,None,101.3099325,37.06345324,-5.804972971,51.14006913,60885.56732,High,11/13/2024 12:23:28,663,2,1,One,245.5402207
1,L4,321,636,-129,77,25005,3155070.063,None,266.8201699,18.52161197,0.313744274,133.8710883,63671.88508,High,11/13/2024 12:23:28,663,2,1,One,245.5402207
0,L5,275,934,131,12,25005,3155070.063,None,63.43494882,4.270757801,2.134757046,32.20809219,83884.49326,High,11/13/2024 12:23:28,663,2,1,One,218.2887995
1,L5,92,1053,-52,131,25005,3155070.063,None,-1,0.499854392,0.249854414,180.4474357,90017.7208,High,11/13/2024 12:23:28,663,2,1,One,218.2887995
0,L6,352,1041,-98,120,25005,3155070.063,None,180,20.51839874,10.25621174,90.47364503,108785.1274,High,11/13/2024 12:23:28,663,2,1,One,307.0439708
1,L6,576,831,126,-90,25005,3155070.063,None,360,14.5302092,-4.050837132,180.4474357,87311.88606,High,11/13/2024 12:23:28,663,2,1,One,307.0439708
0,R1,875,43,-105,-138,25005,3155070.063,None,-1,0,0,0,19849.34189,NotFound,11/13/2024 12:23:28,663,2,0,None,-1
1,R1,869,47,-111,-134,25005,3155070.063,None,-1,0,-4.000041552,180.4474357,19913.09336,High,11/13/2024 12:23:28,663,2,1,One,-1
0,R2,1331,114,42,-65,25005,3155070.063,None,90,0.499854392,-3.750187138,45.48674971,23761.7974,High,11/13/2024 12:23:28,663,2,1,One,72.80109889
1,R2,1305,46,16,-133,25005,3155070.063,None,-1,0,0,180.4474357,20948.57177,High,11/13/2024 12:23:28,663,2,1,One,72.80109889
0,R3,1088,429,113,-123,25005,3155070.063,None,270,0.499854392,0.249854414,135.4605403,17810.20787,High,11/13/2024 12:23:28,663,2,1,One,-1
1,R3,1104,430,129,-122,25005,3155070.063,None,225,0,0,0,39778.178,NotFound,11/13/2024 12:23:28,663,2,0,None,-1
0,R4,1306,677,18,126,25005,3155070.063,None,360,0.499854392,-3.750187138,180.4474357,27723.2026,High,11/13/2024 12:23:28,663,2,1,One,267.2395929
1,R4,1415,433,127,-118,25005,3155070.063,None,180,0.499854392,-3.750187138,90.47364503,19253.32032,High,11/13/2024 12:23:28,663,2,1,One,267.2395929
0,R5,872,1043,-105,129,25005,3155070.063,None,360,0,0,0,20248.09278,NotFound,11/13/2024 12:23:28,663,2,0,None,-1
1,R5,870,1032,-107,118,25005,3155070.063,None,270,0.499854392,-5.407058599,135.4605403,21416.74651,High,11/13/2024 12:23:28,663,2,1,One,-1
0,R6,1395,1043,112,127,25005,3155070.063,None,360,0,0,180.4474357,55307.54216,High,11/13/2024 12:23:28,663,2,1,One,19.02629759
1,R6,1414,1042,131,126,25005,3155070.063,None,-1,0,0,180.4474357,51794.45459,High,11/13/2024 12:23:28,663,2,1,One,19.02629759
