ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,157,180,19,-1,37506,4731973.849,None,135,10.90091682,-0.229230568,68.52972794,100457.4806,High,11/13/2024 12:49:45,567,0,1,One,170.082333
1,L1,29,292,-109,111,37506,4731973.849,None,-1,25.21490067,12.70566384,181.9061161,121580.4776,High,11/13/2024 12:49:45,567,0,1,One,170.082333
0,L2,322,233,-123,50,37506,4731973.849,None,-1,5.745287624,2.895022043,181.9061161,92730.67331,High,11/13/2024 12:49:45,567,0,1,One,177.1016657
1,L2,316,56,-129,-127,37506,4731973.849,None,180,12.18759552,6.141269155,91.20500557,96860.32021,High,11/13/2024 12:49:45,567,0,1,One,177.1016657
0,L3,11,439,-133,-116,37506,4731973.849,None,-1,41.32246721,-11.54717409,91.20500557,164373.6982,High,11/13/2024 12:49:45,567,0,1,One,187.2164523
1,L3,198,430,54,-125,37506,4731973.849,None,-1,4.275691354,-1.891670396,136.5555608,150434.5085,High,11/13/2024 12:49:45,567,0,1,One,187.2164523
0,L4,410,579,-40,20,37506,4731973.849,None,-1,5.356477945,-1.347067373,136.5555608,73588.29716,High,11/13/2024 12:49:45,567,0,1,One,110.1135777
1,L4,325,649,-125,90,37506,4731973.849,None,-1,7.967280431,-0.031496902,181.9061161,76184.34162,High,11/13/2024 12:49:45,567,0,1,One,110.1135777
0,L5,45,1053,-99,131,37506,4731973.849,None,180,0.503895058,0.25391023,91.20500557,112180.9158,High,11/13/2024 12:49:45,567,0,1,One,25.96150997
1,L5,20,1046,-124,124,37506,4731973.849,None,180,0.503895058,0.25391023,91.20500557,116365.9654,High,11/13/2024 12:49:45,567,0,1,One,25.96150997
0,L6,576,815,126,-106,37506,4731973.849,None,-1,17.37524858,8.7553019,181.9061161,139866.808,High,11/13/2024 12:49:45,567,0,1,One,90.47098983
1,L6,555,903,105,-18,37506,4731973.849,None,-1,0.712615226,0.359083291,181.9061161,119024.388,High,11/13/2024 12:49:45,567,0,1,One,90.47098983
0,R1,872,44,-108,-137,37506,4731973.849,None,360,0.503895058,-3.79225991,181.9061161,21584.29882,High,11/13/2024 12:49:45,567,0,1,One,44.55333882
1,R1,879,88,-101,-93,37506,4731973.849,None,180,0.503895058,0.25391023,91.20500557,25048.04621,High,11/13/2024 12:49:45,567,0,1,One,44.55333882
0,R2,1212,53,-77,-126,37506,4731973.849,None,-1,0,0,181.9061161,27020.93151,High,11/13/2024 12:49:45,567,0,1,One,22.47220505
1,R2,1193,41,-96,-138,37506,4731973.849,None,-1,0.503895058,0.25391023,181.9061161,25249.87566,High,11/13/2024 12:49:45,567,0,1,One,22.47220505
0,R3,1082,427,107,-125,37506,4731973.849,None,-1,0,0,181.9061161,20936.07879,High,11/13/2024 12:49:45,567,0,1,One,30.88689042
1,R3,1097,454,122,-98,37506,4731973.849,None,360,0,0,181.9061161,44004.34652,High,11/13/2024 12:49:45,567,0,1,One,30.88689042
0,R4,1422,435,134,-116,37506,4731973.849,None,-1,0,0,0,32002.26947,NotFound,11/13/2024 12:49:45,567,0,0,None,-1
1,R4,1410,428,122,-123,37506,4731973.849,None,-1,5.450458412,2.74645906,181.9061161,27984.94229,High,11/13/2024 12:49:45,567,0,1,One,-1
0,R5,868,1027,-109,113,37506,4731973.849,None,360,0,0,181.9061161,24861.36512,High,11/13/2024 12:49:45,567,0,1,One,-1
1,R5,874,1036,-103,122,37506,4731973.849,None,-1,0,0,0,28022.06785,NotFound,11/13/2024 12:49:45,567,0,0,None,-1
0,R6,1159,809,-124,-107,37506,4731973.849,None,-1,0,-4.04617014,181.9061161,67484.89496,High,11/13/2024 12:49:45,567,0,1,One,122.0163923
1,R6,1161,931,-122,15,37506,4731973.849,None,-1,0.503895058,0.25391023,181.9061161,59672.34878,High,11/13/2024 12:49:45,567,0,1,One,122.0163923
0,L1,157,180,19,-1,37507,4732099.272,None,-1,0,-86.91335884,1084.332354,100457.4806,High,11/13/2024 12:49:45,692,0,1,One,174.4505661
1,L1,20,288,-118,107,37507,4732099.272,None,180,78.52525858,425.0451904,1443.118795,121590.3264,High,11/13/2024 12:49:45,692,0,1,One,174.4505661
0,L2,323,231,-122,48,37507,4732099.272,None,296.5650512,17.82824158,96.33777871,2372.49568,92732.90937,High,11/13/2024 12:49:45,692,0,1,One,177.138364
