ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,149,274,11,93,41673,5257700.958,None,45,0,0,0,100569.6939,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L1,5,99,-133,-82,41673,5257700.958,None,-1,0,0,0,121806.9223,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L2,329,223,-116,40,41673,5257700.958,None,-1,0,0,0,92779.16735,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L2,391,61,-54,-122,41673,5257700.958,None,360,0,0,0,96969.63211,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L3,11,515,-133,-40,41673,5257700.958,None,-1,0,0,0,164525.743,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L3,270,440,126,-115,41673,5257700.958,None,-1,0,0,0,150555.5906,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L4,441,563,-9,4,41673,5257700.958,None,-1,0,0,0,73635.83888,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L4,336,527,-114,-32,41673,5257700.958,None,-1,0,0,0,76315.60924,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L5,45,1053,-99,131,41673,5257700.958,None,360,0,0,0,112191.7443,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L5,21,1046,-123,124,41673,5257700.958,None,360,0,0,0,116380.9654,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L6,519,798,69,-123,41673,5257700.958,None,-1,0,0,0,140011.8241,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,L6,554,903,104,-18,41673,5257700.958,None,-1,0,0,0,119042.459,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R1,871,44,-109,-137,41673,5257700.958,None,360,0,0,0,21607.29882,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R1,879,87,-101,-94,41673,5257700.958,None,360,0,0,0,25094.35992,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R2,1212,52,-77,-127,41673,5257700.958,None,-1,0,0,0,27021.93151,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R2,1193,40,-96,-139,41673,5257700.958,None,-1,0,0,0,25288.08886,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R3,1082,427,107,-125,41673,5257700.958,None,-1,0,0,0,20936.07879,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R3,1098,453,123,-99,41673,5257700.958,None,360,0,0,0,44013.76073,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R4,1422,435,134,-116,41673,5257700.958,None,-1,0,0,0,32019.68369,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R4,1402,422,114,-129,41673,5257700.958,None,-1,0,0,0,28249.48733,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R5,867,1028,-110,114,41673,5257700.958,None,360,0,0,0,24867.36512,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R5,874,1036,-103,122,41673,5257700.958,None,-1,0,0,0,28022.06785,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,R6,1159,808,-124,-108,41673,5257700.958,None,-1,0,0,0,67514.1376,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
1,R6,1161,930,-122,14,41673,5257700.958,None,-1,0,0,0,59695.34878,NotFound,11/13/2024 12:58:31,294,12,0,None,-1
0,L1,149,274,11,93,41674,5257825.946,None,45,0,0,0,100569.6939,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L1,5,99,-133,-82,41674,5257825.946,None,-1,0,0,0,121806.9223,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L2,329,223,-116,40,41674,5257825.946,None,-1,0,0,0,92779.16735,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L2,391,61,-54,-122,41674,5257825.946,None,360,0,0,0,96969.63211,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L3,11,515,-133,-40,41674,5257825.946,None,-1,0,0,0,164525.743,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L3,270,440,126,-115,41674,5257825.946,None,-1,0,0,0,150555.5906,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L4,441,563,-9,4,41674,5257825.946,None,-1,0,0,0,73635.83888,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L4,336,527,-114,-32,41674,5257825.946,None,-1,0,0,0,76315.60924,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L5,45,1053,-99,131,41674,5257825.946,None,360,0,0,0,112191.7443,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L5,21,1046,-123,124,41674,5257825.946,None,360,0,0,0,116380.9654,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L6,519,798,69,-123,41674,5257825.946,None,-1,0,0,0,140011.8241,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,L6,554,903,104,-18,41674,5257825.946,None,-1,0,0,0,119042.459,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R1,871,44,-109,-137,41674,5257825.946,None,360,0,0,0,21607.29882,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R1,879,87,-101,-94,41674,5257825.946,None,360,0,0,0,25094.35992,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R2,1212,52,-77,-127,41674,5257825.946,None,-1,0,0,0,27021.93151,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R2,1193,40,-96,-139,41674,5257825.946,None,-1,0,0,0,25288.08886,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R3,1082,427,107,-125,41674,5257825.946,None,-1,0,0,0,20936.07879,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R3,1098,453,123,-99,41674,5257825.946,None,360,0,0,0,44013.76073,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R4,1422,435,134,-116,41674,5257825.946,None,-1,0,0,0,32019.68369,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R4,1402,422,114,-129,41674,5257825.946,None,-1,0,0,0,28249.48733,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R5,867,1028,-110,114,41674,5257825.946,None,360,0,0,0,24867.36512,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R5,874,1036,-103,122,41674,5257825.946,None,-1,0,0,0,28022.06785,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,R6,1159,808,-124,-108,41674,5257825.946,None,-1,0,0,0,67514.1376,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
1,R6,1161,930,-122,14,41674,5257825.946,None,-1,0,0,0,59695.34878,NotFound,11/13/2024 12:58:31,419,12,0,None,-1
0,L1,149,274,11,93,41675,5257950.894,None,45,0,0,0,100569.6939,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L1,5,99,-133,-82,41675,5257950.894,None,-1,0,0,0,121806.9223,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,L2,329,223,-116,40,41675,5257950.894,None,-1,0,0,0,92779.16735,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L2,391,61,-54,-122,41675,5257950.894,None,360,0,0,0,96969.63211,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,L3,11,515,-133,-40,41675,5257950.894,None,-1,0,0,0,164525.743,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L3,270,440,126,-115,41675,5257950.894,None,-1,0,0,0,150555.5906,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,L4,441,563,-9,4,41675,5257950.894,None,-1,0,0,0,73635.83888,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L4,336,527,-114,-32,41675,5257950.894,None,-1,0,0,0,76315.60924,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,L5,45,1053,-99,131,41675,5257950.894,None,360,0,0,0,112191.7443,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L5,21,1046,-123,124,41675,5257950.894,None,360,0,0,0,116380.9654,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,L6,519,798,69,-123,41675,5257950.894,None,-1,0,0,0,140011.8241,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
1,L6,554,903,104,-18,41675,5257950.894,None,-1,0,0,0,119042.459,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
0,R1,871,44,-109,-137,41675,5257950.894,None,360,0,0,0,21607.29882,NotFound,11/13/2024 12:58:31,544,12,0,None,-1
