ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,160,167,22,-14,12504,1576927.149,None,180,0.49589117,0.245908052,89.75630172,62172.8873,High,11/13/2024 11:57:10,520,0,1,One,124.3261839
1,L1,124,286,-14,105,12504,1576927.149,None,-1,6.65307819,-2.312301184,156.7016096,62184.52315,High,11/13/2024 11:57:10,520,0,1,One,124.3261839
0,L2,389,277,-56,94,12504,1576927.149,None,284.0362435,2.044611672,1.013904874,141.3469562,32111.2321,High,11/13/2024 11:57:10,520,0,1,One,191.7706964
1,L2,363,87,-82,-96,12504,1576927.149,None,-1,0.701296018,-3.620165965,134.386507,35021.77816,High,11/13/2024 11:57:10,520,0,1,One,191.7706964
0,L3,271,562,127,7,12504,1576927.149,None,92.1210964,26.79648321,-10.84785153,46.17792942,72301.21582,High,11/13/2024 11:57:10,520,0,1,One,279.1648259
1,L3,18,680,-126,125,12504,1576927.149,None,-1,42.7876787,-18.65919573,89.75630172,68216.39376,High,11/13/2024 11:57:10,520,0,1,One,279.1648259
0,L4,482,507,32,-52,12504,1576927.149,None,-1,1.108846365,0.549867121,179.0167123,44143.03475,High,11/13/2024 11:57:10,520,0,1,One,147.4347313
1,L4,573,623,123,64,12504,1576927.149,None,284.0362435,9.628464867,0.806738238,141.3469562,39261.79906,High,11/13/2024 11:57:10,520,0,1,One,147.4347313
0,L5,21,801,-123,-121,12504,1576927.149,None,135,5.363883119,-9.887801925,67.44119908,70967.89706,High,11/13/2024 11:57:10,520,0,1,One,248.0080644
1,L5,23,1049,-121,127,12504,1576927.149,None,-1,39.25378778,-8.309920532,89.75630172,75712.53109,High,11/13/2024 11:57:10,520,0,1,One,248.0080644
0,L6,421,815,-29,-106,12504,1576927.149,None,360,50.97076193,5.043385676,179.0167123,65914.47794,High,11/13/2024 11:57:10,520,0,1,One,69.7782201
1,L6,358,785,-92,-136,12504,1576927.149,None,360,6.446585207,-13.1634,179.0167123,64167.79562,High,11/13/2024 11:57:10,520,0,1,One,69.7782201
0,R1,869,291,-111,110,12504,1576927.149,None,-1,0,0,179.0167123,13982.59695,High,11/13/2024 11:57:10,520,0,1,One,-1
1,R1,870,282,-110,101,12504,1576927.149,None,-1,0,0,0,14744.24326,NotFound,11/13/2024 11:57:10,520,0,0,None,-1
0,R2,1255,297,-34,118,12504,1576927.149,None,90,0,0,0,16312.57394,NotFound,11/13/2024 11:57:10,520,0,0,None,-1
1,R2,1256,284,-33,105,12504,1576927.149,None,71.56505118,6.272582272,3.11051816,35.98436811,16040.33964,High,11/13/2024 11:57:10,520,0,1,One,-1
0,R3,983,582,8,30,12504,1576927.149,None,360,6.032776453,-5.880966155,179.0167123,10843.40844,High,11/13/2024 11:57:10,520,0,1,One,172.4093965
1,R3,1052,424,77,-128,12504,1576927.149,None,360,3.575922079,1.773268183,179.0167123,29742.81016,High,11/13/2024 11:57:10,520,0,1,One,172.4093965
0,R4,1411,421,123,-130,12504,1576927.149,None,360,0,0,179.0167123,21918.39856,High,11/13/2024 11:57:10,520,0,1,One,64.00781202
1,R4,1347,420,59,-131,12504,1576927.149,None,-1,1.487673509,0.737724157,179.0167123,13045.03371,High,11/13/2024 11:57:10,520,0,1,One,64.00781202
0,R5,881,1045,-96,131,12504,1576927.149,None,-1,0,0,0,15326.6035,NotFound,11/13/2024 11:57:10,520,0,0,None,-1
1,R5,874,1040,-103,126,12504,1576927.149,None,360,0,-3.967932467,179.0167123,14059.90545,High,11/13/2024 11:57:10,520,0,1,One,-1
0,R6,1394,1050,111,134,12504,1576927.149,None,360,0.49589117,0.245908052,179.0167123,41948.79458,High,11/13/2024 11:57:10,520,0,1,One,19.41648784
1,R6,1410,1039,127,123,12504,1576927.149,None,-1,0.49589117,0.245908052,179.0167123,36902.31197,High,11/13/2024 11:57:10,520,0,1,One,19.41648784
0,L1,160,167,22,-14,12505,1577053.316,None,-1,0,-3.930437934,1434.607651,62172.8873,High,11/13/2024 11:57:10,646,0,1,One,124.6194206
1,L1,123,286,-15,105,12505,1577053.316,None,180,7.92600912,10.08926216,1434.607651,62185.52315,High,11/13/2024 11:57:10,646,0,1,One,124.6194206
0,L2,389,276,-56,93,12505,1577053.316,None,-1,7.92600912,46.61600981,2259.199865,32112.2321,High,11/13/2024 11:57:10,646,0,1,One,190.9188309
1,L2,362,87,-83,-96,12505,1577053.316,None,180,7.92600912,57.26314193,1434.607651,35022.77816,High,11/13/2024 11:57:10,646,0,1,One,190.9188309
0,L3,273,568,129,13,12505,1577053.316,None,-1,50.12848315,184.9296443,738.0786593,72307.54037,High,11/13/2024 11:57:10,646,0,1,One,278.384626
1,L3,16,675,-128,120,12505,1577053.316,None,243.4349488,42.68286537,-0.830751419,1937.393634,68221.77893,High,11/13/2024 11:57:10,646,0,1,One,278.384626
0,L4,483,508,33,-51,12505,1577053.316,None,45,11.20906959,80.05446141,364.5964195,44144.44896,High,11/13/2024 11:57:10,646,0,1,One,144.4610674
1,L4,573,621,123,62,12505,1577053.316,None,-1,15.85201824,49.32794079,2259.199865,39263.79906,High,11/13/2024 11:57:10,646,0,1,One,144.4610674
0,L5,21,800,-123,-122,12505,1577053.316,None,-1,7.92600912,20.30743405,1077.93724,70968.89706,High,11/13/2024 11:57:10,646,0,1,One,250.0179994
1,L5,24,1050,-120,128,12505,1577053.316,None,45,11.20906959,-222.2826921,364.5964195,75713.94531,High,11/13/2024 11:57:10,646,0,1,One,250.0179994
0,L6,432,811,-18,-110,12505,1577053.316,None,-1,92.77155824,331.3134927,2861.289292,65926.18264,High,11/13/2024 11:57:10,646,0,1,One,70.38465742
1,L6,367,784,-83,-137,12505,1577053.316,None,-1,71.77306519,517.7782761,2861.289292,64176.851,High,11/13/2024 11:57:10,646,0,1,One,70.38465742
0,R1,869,291,-111,110,12505,1577053.316,None,360,0,0,2861.289292,13982.59695,High,11/13/2024 11:57:10,646,0,1,One,-1
1,R1,870,282,-110,101,12505,1577053.316,None,-1,0,0,0,14744.24326,NotFound,11/13/2024 11:57:10,646,0,0,None,-1
0,R2,1255,297,-34,118,12505,1577053.316,None,90,0,0,0,16312.57394,NotFound,11/13/2024 11:57:10,646,0,0,None,-1
1,R2,1256,283,-33,104,12505,1577053.316,None,-1,7.92600912,13.10507628,575.1512574,16041.33964,High,11/13/2024 11:57:10,646,0,1,One,-1
