ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,4,39,-134,-142,8337,1051768.072,None,270,0,0,0,51200.23566,NotFound,11/13/2024 11:48:25,361,2,0,None,-1
1,L1,14,301,-124,120,8337,1051768.072,None,180,48.85685896,-8.374454066,89.76948288,48817.62717,High,11/13/2024 11:48:25,361,2,1,One,-1
0,L2,437,282,-8,99,8337,1051768.072,None,63.43494882,1.109009205,-3.403992912,31.95741456,24189.21067,High,11/13/2024 11:48:25,361,2,1,One,107.6150547
1,L2,371,197,-74,14,8337,1051768.072,None,360,0.495963994,-3.708041263,179.0430018,24006.22312,High,11/13/2024 11:48:25,361,2,1,One,107.6150547
0,L3,271,549,127,-6,8337,1051768.072,None,45,60.67202764,-21.31113896,22.81434372,54493.72335,High,11/13/2024 11:48:25,361,2,1,One,100.7174265
1,L3,171,561,27,6,8337,1051768.072,None,-1,1.109009205,0.550028634,179.0430018,46009.55978,High,11/13/2024 11:48:25,361,2,1,One,100.7174265
0,L4,514,657,64,98,8337,1051768.072,None,315,2.104197019,1.043605958,156.724622,39916.2484,High,11/13/2024 11:48:25,361,2,1,One,287.2368361
1,L4,338,430,-112,-129,8337,1051768.072,None,-1,36.77498602,3.982641509,156.724622,29171.86906,High,11/13/2024 11:48:25,361,2,1,One,287.2368361
0,L5,15,887,-129,-35,8337,1051768.072,None,-1,57.25108971,-15.09975791,89.76948288,50943.27386,High,11/13/2024 11:48:25,361,2,1,One,76.02631123
1,L5,17,811,-127,-111,8337,1051768.072,None,135,8.941118052,-1.157358278,67.45110316,56171.35007,High,11/13/2024 11:48:25,361,2,1,One,76.02631123
0,L6,421,1047,-29,126,8337,1051768.072,None,-1,43.22006791,-3.882493704,179.0430018,50170.63653,High,11/13/2024 11:48:25,361,2,1,One,287.6838543
1,L6,542,786,92,-135,8337,1051768.072,None,-1,25.60346568,-10.35731234,179.0430018,49964.73326,High,11/13/2024 11:48:25,361,2,1,One,287.6838543
0,R1,880,317,-100,136,8337,1051768.072,None,360,0,0,179.0430018,12378.94575,High,11/13/2024 11:48:25,361,2,1,One,39.44616585
1,R1,860,283,-120,102,8337,1051768.072,None,278.1301024,3.506995032,1.739343263,138.4384804,14668.51534,High,11/13/2024 11:48:25,361,2,1,One,39.44616585
0,R2,1190,306,-99,127,8337,1051768.072,None,180,8.872073636,-1.191601823,89.76948288,13742.11071,High,11/13/2024 11:48:25,361,2,1,One,244.1311123
1,R2,1182,62,-107,-117,8337,1051768.072,None,360,0,0,179.0430018,11462.46575,High,11/13/2024 11:48:25,361,2,1,One,244.1311123
0,R3,1063,436,88,-116,8337,1051768.072,None,-1,0,-3.954021546,134.4062423,7511.135304,High,11/13/2024 11:48:25,361,2,1,One,28.46049894
1,R3,1090,427,115,-125,8337,1051768.072,None,360,0,0,179.0430018,25987.69572,High,11/13/2024 11:48:25,361,2,1,One,28.46049894
0,R4,1407,602,119,51,8337,1051768.072,None,45,0.701399006,0.347868653,22.81434372,20756.54037,High,11/13/2024 11:48:25,361,2,1,One,185.0243227
1,R4,1410,417,122,-134,8337,1051768.072,None,90,0.495963994,-3.708041263,45.13272344,9671.021878,High,11/13/2024 11:48:25,361,2,1,One,185.0243227
0,R5,855,1019,-122,105,8337,1051768.072,None,360,0,0,179.0430018,12394.30935,High,11/13/2024 11:48:25,361,2,1,One,270.5198699
1,R5,989,784,12,-130,8337,1051768.072,None,-1,3.136751716,-2.398305638,45.13272344,10504.07255,High,11/13/2024 11:48:25,361,2,1,One,270.5198699
0,R6,1187,1043,-96,127,8337,1051768.072,None,360,0,0,179.0430018,37978.09433,High,11/13/2024 11:48:25,361,2,1,One,21.58703314
1,R6,1192,1022,-91,106,8337,1051768.072,None,-1,0.701399006,-3.606152894,45.13272344,31561.44477,High,11/13/2024 11:48:25,361,2,1,One,21.58703314
0,L1,4,39,-134,-142,8338,1051893.073,None,270,0,0,0,51200.23566,NotFound,11/13/2024 11:48:25,486,0,0,None,-1
1,L1,13,301,-125,120,8338,1051893.073,None,-1,7.999936001,-326.8527689,1447.988416,48818.62717,High,11/13/2024 11:48:25,486,0,1,One,-1
0,L2,437,282,-8,99,8338,1051893.073,None,-1,0,-8.87200266,515.4754668,24189.21067,High,11/13/2024 11:48:25,486,0,1,One,107.6150547
1,L2,371,197,-74,14,8338,1051893.073,None,-1,0,-3.967680209,2887.976896,24006.22312,High,11/13/2024 11:48:25,486,0,1,One,107.6150547
0,L3,272,561,128,6,8338,1051893.073,None,-1,96.33198597,285.2773845,367.997056,54505.76494,High,11/13/2024 11:48:25,486,0,1,One,99.02019996
1,L3,173,563,29,8,8338,1051893.073,None,45,22.62723598,172.144437,367.997056,46012.38821,High,11/13/2024 11:48:25,486,0,1,One,99.02019996
0,L4,514,657,64,98,8338,1051893.073,None,-1,0,-16.83344149,2527.979776,39916.2484,High,11/13/2024 11:48:25,486,0,1,One,288.8200132
1,L4,338,428,-112,-131,8338,1051893.073,None,270,15.999872,-166.1995826,2167.982656,29173.86906,High,11/13/2024 11:48:25,486,0,1,One,288.8200132
0,L5,16,894,-128,-28,8338,1051893.073,None,81.86989765,56.56808995,-5.463954369,662.9538775,50950.34493,High,11/13/2024 11:48:25,486,0,1,One,77
1,L5,16,817,-128,-105,8338,1051893.073,None,-1,48.66171095,317.7622011,1087.991296,56177.43283,High,11/13/2024 11:48:25,486,0,1,One,77
0,L6,424,1049,-26,128,8338,1051893.073,None,360,28.84417945,-115.0061876,2887.976896,50174.24208,High,11/13/2024 11:48:25,486,0,1,One,290.2912331
1,L6,549,787,99,-134,8338,1051893.073,None,360,56.56808995,247.7150125,2887.976896,49971.80433,High,11/13/2024 11:48:25,486,0,1,One,290.2912331
0,R1,880,316,-100,135,8338,1051893.073,None,-1,7.999936001,63.99897601,2887.976896,12379.94575,High,11/13/2024 11:48:25,486,0,1,One,38.58756276
1,R1,860,283,-120,102,8338,1051893.073,None,-1,0,-28.05573581,2233.022955,14668.51534,High,11/13/2024 11:48:25,486,0,1,One,38.58756276
0,R2,1185,306,-104,127,8338,1051893.073,None,-1,39.99968,249.0188588,1447.988416,13747.11071,High,11/13/2024 11:48:25,486,0,1,One,244.0184419
1,R2,1182,62,-107,-117,8338,1051893.073,None,-1,0,0,2887.976896,11462.46575,High,11/13/2024 11:48:25,486,0,1,One,244.0184419
0,R3,1063,437,88,-115,8338,1051893.073,None,90,7.999936001,63.99897601,727.994176,7512.135304,High,11/13/2024 11:48:25,486,0,1,One,28.7923601
1,R3,1090,427,115,-125,8338,1051893.073,None,-1,0,0,2887.976896,25987.69572,High,11/13/2024 11:48:25,486,0,1,One,28.7923601
0,R4,1407,602,119,51,8338,1051893.073,None,-1,0,-5.611147163,367.997056,20756.54037,High,11/13/2024 11:48:25,486,0,1,One,186.024192
1,R4,1410,416,122,-135,8338,1051893.073,None,-1,7.999936001,60.0312958,727.994176,9672.021878,High,11/13/2024 11:48:25,486,0,1,One,186.024192
0,R5,855,1019,-122,105,8338,1051893.073,None,-1,0,0,2887.976896,12394.30935,High,11/13/2024 11:48:25,486,0,1,One,270.0259247
1,R5,988,784,11,-130,8338,1051893.073,None,180,7.999936001,38.90516304,1447.988416,10505.07255,High,11/13/2024 11:48:25,486,0,1,One,270.0259247
0,R6,1187,1042,-96,126,8338,1051893.073,None,-1,7.999936001,63.99897601,2887.976896,37979.09433,High,11/13/2024 11:48:25,486,0,1,One,20.61552813
1,R6,1192,1022,-91,106,8338,1051893.073,None,360,0,-5.611147163,2887.976896,31561.44477,High,11/13/2024 11:48:25,486,0,1,One,20.61552813
0,L1,4,39,-134,-142,8339,1052018.04,None,270,0,0,0,51200.23566,NotFound,11/13/2024 11:48:25,611,0,0,None,-1
1,L1,12,300,-126,119,8339,1052018.04,None,225,11.316678,26.54090029,1808.474544,48820.04138,High,11/13/2024 11:48:25,611,0,1,One,-1
