ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType,ClosestNeighbor
0,L1,196,136,58,-45,16671,2103505.358,None,315,0.712313687,0.358779468,159.163461,69513.84946,High,11/13/2024 12:05:57,98,2,1,One,126.4001582
1,L1,120,35,-18,-146,16671,2103505.358,None,-1,40.34488384,-12.17388786,91.1664128,75367.20186,High,11/13/2024 12:05:57,98,2,1,One,126.4001582
0,L2,315,49,-130,-134,16671,2103505.358,None,-1,6.086010813,-0.965079848,91.1664128,39035.22716,High,11/13/2024 12:05:57,98,2,1,One,278.2103521
1,L2,480,273,35,90,16671,2103505.358,None,180,2.252533661,-4.565417518,91.1664128,44715.17821,High,11/13/2024 12:05:57,98,2,1,One,278.2103521
0,L3,60,424,-84,-131,16671,2103505.358,None,-1,4.643717104,2.338955969,181.8291438,90191.60354,High,11/13/2024 12:05:57,98,2,1,One,37.01351105
1,L3,23,423,-121,-132,16671,2103505.358,None,180,22.62647357,3.335557883,91.1664128,84371.88259,High,11/13/2024 12:05:57,98,2,1,One,37.01351105
0,L4,330,434,-120,-125,16671,2103505.358,None,180,18.13954042,9.136557074,91.1664128,47243.7348,High,11/13/2024 12:05:57,98,2,1,One,195.2075818
1,L4,339,629,-111,70,16671,2103505.358,None,360,0,0,181.8291438,48046.05579,High,11/13/2024 12:05:57,98,2,1,One,195.2075818
0,L5,53,1052,-91,130,16671,2103505.358,None,-1,4.960690807,-3.201367947,23.16936458,79500.49605,High,11/13/2024 12:05:57,98,2,1,One,37.01351105
1,L5,90,1053,-54,131,16671,2103505.358,None,296.5650512,2.252533661,-7.877895956,149.8781121,83438.86544,High,11/13/2024 12:05:57,98,2,1,One,37.01351105
0,L6,325,932,-125,11,16671,2103505.358,None,-1,35.2900934,-18.72268696,42.64160788,83360.25179,High,11/13/2024 12:05:57,98,2,1,One,29.15475947
1,L6,328,961,-122,40,16671,2103505.358,None,270.7638985,37.77949563,4.496696775,136.8825401,78501.95841,High,11/13/2024 12:05:57,98,2,1,One,29.15475947
0,R1,868,315,-112,134,16671,2103505.358,None,180,1.511045516,-3.269406781,91.1664128,14711.4334,High,11/13/2024 12:05:57,98,2,1,One,43.32435804
1,R1,882,274,-98,93,16671,2103505.358,None,-1,0,0,181.8291438,15018.94427,High,11/13/2024 12:05:57,98,2,1,One,43.32435804
0,R2,1415,199,126,20,16671,2103505.358,None,-1,3.378800491,-2.328652521,91.1664128,18415.75616,High,11/13/2024 12:05:57,98,2,1,One,125.09996
1,R2,1410,74,121,-105,16671,2103505.358,None,360,0,0,181.8291438,17995.99143,High,11/13/2024 12:05:57,98,2,1,One,125.09996
0,R3,926,520,-49,-32,16671,2103505.358,None,-1,2.014727355,1.014781578,181.8291438,13660.77293,High,11/13/2024 12:05:57,98,2,1,One,123.5556555
1,R3,901,641,-74,89,16671,2103505.358,None,-1,2.518409193,-2.762015991,136.4977783,33960.21633,High,11/13/2024 12:05:57,98,2,1,One,123.5556555
